lat,lon,ch4,co2,ch4_mean,co2_mean,oilindex,category,glat,glon,gid,index_joint,index_ch4,raw_dxch4,adjusted_ch4,log_co2,co2_high,ch4_high,quadrant
36.95,119.15,9.261746684710184,19137.176398520667,9.261746684710184,19137.176398520667,1.9598025054428627,Medium,36.95,119.15,36.95_119.15,1.658252804055484,0.5945867879367986,6.334637869637676,-0.9412189919041296,9.859440383483514,True,False,II: high CO2 / low CH4
36.95,119.25,33.93006340662638,7555.066484078765,33.93006340662638,7555.066484078765,2.6697240539834146,High,36.95,119.25,36.95_119.25,2.1365035887168933,1.2759754265344565,4.466907502513035,-1.4768264203275328,8.930106027428478,True,False,II: high CO2 / low CH4
36.95,119.35,53.58152977625529,58344.681527624525,53.58152977625529,58344.681527624525,3.481629214607774,High,36.95,119.35,36.95_119.35,2.8315870742985387,1.524265141014678,5.280494877612222,0.8880352469750966,10.974140625166491,True,True,I: high CO2 / high CH4
36.95,119.45,41.59302008152008,10993.721281720946,41.59302008152008,10993.721281720946,2.9066990928138066,High,36.95,119.45,36.95_119.45,2.3288187335880868,1.3863073730657696,5.88102411773958,1.1447578883166172,9.305170553119666,True,True,I: high CO2 / high CH4
36.95,119.55,7.756961762905121,17583.194210436817,7.756961762905121,17583.194210436817,1.820302771465775,Medium,36.95,119.55,36.95_119.55,1.5515321186730144,0.5063768359881836,5.895486382349524,1.3070542056190988,9.77475572130698,True,True,I: high CO2 / high CH4
36.95,119.65,19.095471660296123,26298.125275228173,19.095471660296123,26298.125275228173,2.541498988999197,High,36.95,119.65,36.95_119.65,2.101582953498117,0.968439807665564,2.7732824503178786,-0.409594753990203,10.17729095811572,True,False,II: high CO2 / low CH4
36.95,119.75,0.1674294853582978,8701.881079804958,0.1674294853582978,8701.881079804958,0.134190887632406,Medium,36.95,119.75,36.95_119.75,0.2768832412413389,-0.6145316146068838,3.403148648130643,0.6534968093541262,9.07140940842004,True,True,I: high CO2 / high CH4
36.95,119.85,0.0,20410.23323567708,0.0,20410.23323567708,0.2151233113898486,Medium,36.95,119.85,36.95_119.85,0.3770983333341625,-0.7006445727117724,2.933429935698263,1.096918859508926,9.923840677088585,True,True,I: high CO2 / high CH4
36.95,119.95,0.0,7386.160074869792,0.0,7386.160074869792,-0.0208550128774361,Medium,36.95,119.95,36.95_119.95,0.1549419721799858,-0.7006445727117724,-1.454260267874505,-2.2673989572144757,8.907498647101693,True,False,II: high CO2 / low CH4
37.05,117.85,0.0,20993.133463541668,0.0,20993.133463541668,0.2216610643411275,Medium,37.05,117.85,37.05_117.85,0.3832531503508983,-0.7006445727117724,7.294464236593405,0.202445473356072,9.951998318798632,True,True,I: high CO2 / high CH4
37.05,117.95,1.869031831622124,2875.210628628731,1.869031831622124,2875.210628628731,0.5566407990792525,Medium,37.05,117.95,37.05_117.95,0.5350522972856361,-0.1143503482037531,6.7620962571295165,-0.4320183526248656,7.964228952817376,True,False,II: high CO2 / low CH4
37.05,118.05,0.0,24140.83333333333,0.0,24140.83333333333,0.2540978886642434,Medium,37.05,118.05,37.05_118.05,0.4137900519133431,-0.7006445727117724,6.79654366053486,-0.9845891866959604,10.091701437639086,True,False,II: high CO2 / low CH4
37.05,118.15,0.0,8465.884847005209,0.0,8465.884847005209,0.0108193581649135,Medium,37.05,118.15,37.05_118.15,0.1847610796529478,-0.7006445727117724,9.823315419253705,2.796425100778196,9.043917933337818,True,True,I: high CO2 / high CH4
37.05,118.25,0.0,83850.95052083333,0.0,83850.95052083333,0.5431916762829273,Medium,37.05,118.25,37.05_118.25,0.6859507433203248,-0.7006445727117724,11.38590406244623,5.253262291576232,11.33680802900624,True,True,I: high CO2 / high CH4
37.05,118.35,0.0,68003.36653645833,0.0,68003.36653645833,0.4945535854517361,Medium,37.05,118.35,37.05_118.35,0.6401615323574358,-0.7006445727117724,10.033957438844348,3.027104294064091,11.127327195868071,True,True,I: high CO2 / high CH4
37.05,118.45,0.0,39678.134114583336,0.0,39678.134114583336,0.3694652960382484,Medium,37.05,118.45,37.05_118.45,0.5224000418248346,-0.7006445727117724,7.41344222405168,0.4791839821700696,10.588580739451622,True,True,I: high CO2 / high CH4
37.05,118.55,6.911684075991313,82245.90652230072,6.911684075991313,82245.90652230072,2.1017871424684484,Medium,37.05,118.55,37.05_118.55,1.832281553872523,0.4499108094816558,9.517806050237809,3.009238235603761,11.317481057249204,True,True,I: high CO2 / high CH4
37.05,118.65,2.165087511142095,10136.064079462703,2.165087511142095,10136.064079462703,0.923344813275806,Medium,37.05,118.65,37.05_118.65,0.8650373560465316,-0.0597212787664966,7.943091110700525,1.8242976015999663,9.22395369670628,True,True,I: high CO2 / high CH4
37.05,118.75,7.409248272577922,6163.340424963583,7.409248272577922,6163.340424963583,1.5463036720398682,Medium,37.05,118.75,37.05_118.75,1.2998695459418128,0.4838384932573789,8.625050795898492,1.8327993378236385,8.726536422845497,True,True,I: high CO2 / high CH4
37.05,118.85,6.640699009100596,3015.156160129234,6.640699009100596,3015.156160129234,1.3079087529316942,Medium,37.05,118.85,37.05_118.85,1.090311419253895,0.4305239338920161,9.465265022609897,1.6376833524731111,8.01173850501863,True,True,I: high CO2 / high CH4
37.05,118.95,7.213874975840251,2082.136025303354,7.213874975840251,2082.136025303354,1.276640845605606,Medium,37.05,118.95,37.05_118.95,1.0496496368543673,0.4707620982221518,10.556495197493582,1.352916727369178,7.641629741722875,True,True,I: high CO2 / high CH4
37.05,119.05,8.644878347714743,68382.48300529271,8.644878347714743,68382.48300529271,2.2086247619732764,Medium,37.05,119.05,37.05_119.05,1.902121571180801,0.5601002683793942,10.581012965344032,0.3738119767056191,11.13288659791968,True,True,I: high CO2 / high CH4
37.05,119.15,45.25880459944407,94786.72439449777,45.25880459944407,94786.72439449777,3.46926869293122,High,37.05,119.15,37.05_119.15,2.845624735883214,1.4322337970345511,9.20327346119057,0.9735832960441312,11.459395190349106,True,True,I: high CO2 / high CH4
37.05,119.25,42.82443300882975,8566.288330078125,42.82443300882975,8566.288330078125,2.870316353860656,High,37.05,119.25,37.05_119.25,2.2901441316933457,1.4021616739789868,8.413330536740348,-0.1054037575789241,9.055706547295692,True,False,II: high CO2 / low CH4
37.05,119.35,0.2899155020713806,17906.833333333332,0.2899155020713806,17906.833333333332,0.377130977778219,Medium,37.05,119.35,37.05_119.35,0.4901105336291523,-0.5590312429771932,9.60261717355232,1.19187349379617,9.792993512490058,True,True,I: high CO2 / high CH4
37.05,119.45,0.0,30478.25,0.0,30478.25,0.3082199633561783,Medium,37.05,119.45,37.05_119.45,0.464742033240476,-0.7006445727117724,5.726148390338131,-0.8238211896127288,10.32480140319863,True,False,II: high CO2 / low CH4
37.05,119.55,0.0,57959.81640625,0.0,57959.81640625,0.4574494930582696,Medium,37.05,119.55,37.05_119.55,0.6052307387107937,-0.7006445727117724,4.428904474971749,-1.6422206371973362,10.96752248201951,True,False,II: high CO2 / low CH4
37.05,119.65,0.0,1295.697021484375,0.0,1295.697021484375,-0.4248372579395285,Low,37.05,119.65,37.05_119.65,-0.2253778127517674,-0.7006445727117724,11.634659344992688,4.507867191750851,7.167575557555497,True,True,I: high CO2 / high CH4
37.05,119.75,2.961342970530192,10966.113370093828,2.961342970530192,10966.113370093828,1.1112033111935449,Medium,37.05,119.75,37.05_119.75,1.0070687924885895,0.065106990594037,8.784661012545817,4.216709429901981,9.302656380091095,True,True,I: high CO2 / high CH4
37.05,119.85,0.623469298084577,45815.61943361998,0.623469298084577,45815.61943361998,0.7690532660541929,Medium,37.05,119.85,37.05_119.85,0.8233862260166129,-0.4310954890382364,4.282882884879054,0.8307579042612049,10.732402174010671,True,True,I: high CO2 / high CH4
37.05,119.95,0.0,77007.54817708333,0.0,77007.54817708333,0.5234243879982253,Medium,37.05,119.95,37.05_119.95,0.6673412848081907,-0.7006445727117724,3.0889373002523515,1.081811242735573,11.251671709960876,True,True,I: high CO2 / high CH4
37.15,117.85,0.0,19535.916341145832,0.0,19535.916341145832,0.204958395629815,Medium,37.15,117.85,37.15_117.85,0.367528807388508,-0.7006445727117724,5.307612234845284,-1.0557142312231584,9.880061100509776,True,False,II: high CO2 / low CH4
37.15,117.95,3.946848213672638,2389.6857511379444,3.946848213672638,2389.6857511379444,0.9254087132243352,Medium,37.15,117.95,37.15_117.95,0.7976799357791673,0.1886920808225292,4.2058440264012384,-3.02094552655146,7.779335528932724,True,False,II: high CO2 / low CH4
37.15,118.05,0.0,4440.9033203125,0.0,4440.9033203125,-0.138957804170701,Medium,37.15,118.05,37.15_118.05,0.0437568180463172,-0.7006445727117724,6.025387133302266,-1.5048217711381149,8.398838239317131,True,False,II: high CO2 / low CH4
37.15,118.15,0.0,75001.83268229167,0.0,75001.83268229167,0.5172969256287071,Medium,37.15,118.15,37.15_118.15,0.6615727264147534,-0.7006445727117724,7.544044610575687,-0.3060652894523448,11.225281160902435,True,False,II: high CO2 / low CH4
37.15,118.25,0.0,59178.35026041666,0.0,59178.35026041666,0.462280188417102,Medium,37.15,118.25,37.15_118.25,0.6097784856536318,-0.7006445727117724,6.093764469557015,-1.4286604218807102,10.988327946853996,True,False,II: high CO2 / low CH4
37.15,118.35,0.0,13151.028157552084,0.0,13151.028157552084,0.1130762710209306,Medium,37.15,118.35,37.15_118.35,0.2810284963044099,-0.7006445727117724,7.556197374278332,-0.3773258672038572,9.484331258226764,True,False,II: high CO2 / low CH4
37.15,118.45,0.3506083289782206,25188.36885731089,0.3506083289782206,25188.36885731089,0.4910950974790199,Medium,37.15,118.45,37.15_118.45,0.5902643281495537,-0.5334548540302002,7.988999291578929,1.0885531175379148,10.134177313745386,True,True,I: high CO2 / high CH4
37.15,118.55,13.207751870155334,2959.2534701526165,13.207751870155334,2959.2534701526165,1.7723360013377458,Medium,37.15,118.55,37.15_118.55,1.4312754481724812,0.775577309010347,8.520946000731069,1.1658540558864527,7.993030175460229,True,True,I: high CO2 / high CH4
37.15,118.65,5.633022417624791,14124.44530656468,5.633022417624791,14124.44530656468,1.559519417112304,Medium,37.15,118.65,37.15_118.65,1.34913190574874,0.3518515226565727,9.274682039261185,1.3147511622343258,9.555733081646176,True,True,I: high CO2 / high CH4
37.15,118.75,0.0,186.6536687215169,0.0,186.6536687215169,-0.8736436375078855,Low,37.15,118.75,37.15_118.75,-0.6478962472616834,-0.7006445727117724,10.111006952561716,1.1902416500312103,5.234598076263971,False,True,III: low CO2 / high CH4
37.15,118.85,2.5773799816767373,31586.821564751368,2.5773799816767373,31586.821564751368,1.2797765849346303,Medium,37.15,118.85,37.15_118.85,1.181589586508618,0.0083939426598285,13.33898722695874,2.4227734242222114,10.360526931771307,True,True,I: high CO2 / high CH4
37.15,118.95,37.95022642612457,8719.002263359725,37.95022642612457,8719.002263359725,2.785314226295718,High,37.15,118.95,37.15_118.95,2.228418080161004,1.3365736258117058,5.834693360634167,-3.4773408577102973,9.073374776462591,True,False,II: high CO2 / low CH4
37.15,119.05,46.95675748586655,109429.42929108565,46.95675748586655,109429.42929108565,3.529863768033408,High,37.15,119.05,37.15_119.05,2.8970765229342925,1.4522861560228844,8.11215142245613,0.4664674652938504,11.603044277379167,True,True,I: high CO2 / high CH4
37.15,119.15,25.345916748046875,11304.61328125,25.345916748046875,11304.61328125,2.5501435727442034,High,37.15,119.15,37.15_119.15,2.06769450078506,1.1190881197910167,1.9092870419038075,-6.181334326034035,9.333054631913818,True,False,II: high CO2 / low CH4
37.15,119.25,0.0005887074997492,221.61949920654297,0.0005887074997492,221.61949920654297,-0.8335265358515138,Low,37.15,119.25,37.15_119.25,-0.6102202564036873,-0.7003171888843874,-8.528946689069205,-17.175582373175644,5.405464032518676,False,False,IV: low CO2 / low CH4
37.15,119.35,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.15,119.35,37.15_119.35,-1.7920969458615996,-0.7006445727117724,-11.75862910389626,-20.447206822397582,0.0,False,False,IV: low CO2 / low CH4
37.15,119.45,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.15,119.45,37.15_119.45,-1.7920969458615996,-0.7006445727117724,-14.86863380979963,-22.289480243608253,0.0,False,False,IV: low CO2 / low CH4
37.15,119.55,0.0,89.67618179321289,0.0,89.67618179321289,-1.0425118162960658,Low,37.15,119.55,37.15_119.55,-0.8068733068318787,-0.7006445727117724,-14.859814294147478,-22.64248442803133,4.507294718370087,False,False,IV: low CO2 / low CH4
37.15,119.65,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.15,119.65,37.15_119.65,-1.7920969458615996,-0.7006445727117724,-4.236465099102153,-11.539824779262888,0.0,False,False,IV: low CO2 / low CH4
37.15,119.75,0.0,7396.001790364583,0.0,7396.001790364583,-0.0205458862724616,Medium,37.15,119.75,37.15_119.75,0.1552329923061365,-0.7006445727117724,3.86931710103257,-1.5400828058416445,8.908830033627122,True,False,II: high CO2 / low CH4
37.15,119.85,2.3916233479976654,22436.930277533207,2.3916233479976654,22436.930277533207,1.1600688799110013,Medium,37.15,119.85,37.15_119.85,1.077168237180342,-0.0212674813320164,8.504666702191493,3.310203599693729,10.018508121761336,True,True,I: high CO2 / high CH4
37.15,119.95,2.91579332947731,23776.0165939328,2.91579332947731,23776.0165939328,1.2821315204975108,Medium,37.15,119.95,37.15_119.95,1.1697799452425008,0.0586736448361113,0.1952811793815643,-1.659672142590766,10.076474703750666,True,False,II: high CO2 / low CH4
37.25,117.85,0.0,2854.683308919271,0.0,2854.683308919271,-0.2415301350798637,Medium,37.25,117.85,37.25_117.85,-0.0528075416703468,-0.7006445727117724,4.001932988391287,-3.755918375896949,7.957066431078394,True,False,II: high CO2 / low CH4
37.25,117.95,4.091037640968959,20021.90674589171,4.091037640968959,20021.90674589171,1.4405810900526697,Medium,37.25,117.95,37.25_117.95,1.2782185212471349,0.2046742782477383,4.799034973648352,-1.963602344163848,9.90463223443234,True,False,II: high CO2 / low CH4
37.25,118.05,0.0,15528.666666666666,0.0,15528.666666666666,0.1516597189167711,Medium,37.25,118.05,37.25_118.05,0.317351995133959,-0.7006445727117724,7.887462671745609,-0.5063052465446614,9.65050745207894,True,False,II: high CO2 / low CH4
37.25,118.15,0.0,569.701161702474,0.0,569.701161702474,-0.6153929253098576,Low,37.25,118.15,37.25_118.15,-0.4047720592010668,-0.7006445727117724,6.807835855260178,-0.9597573138541368,6.346865713115278,False,False,IV: low CO2 / low CH4
37.25,118.25,0.0,28970.099934895832,0.0,28970.099934895832,0.2964372434628436,Medium,37.25,118.25,37.25_118.25,0.4536494628354192,-0.7006445727117724,7.08026292849401,0.4289808130660664,10.27405405810945,True,True,I: high CO2 / high CH4
37.25,118.35,0.0,59.64698346455892,0.0,59.64698346455892,-1.135901970826777,Low,37.25,118.35,37.25_118.35,-0.8947933179709924,-0.7006445727117724,7.612318561330497,-0.1422730443855745,4.105069897377529,False,False,IV: low CO2 / low CH4
37.25,118.45,2.3782746642827988,6303.28192682704,2.3782746642827988,6303.28192682704,0.8623256054398032,Medium,37.25,118.45,37.25_118.45,0.7974766599828885,-0.0234611565718152,8.657660298296243,1.020278283664294,8.748984352432872,True,True,I: high CO2 / high CH4
37.25,118.55,9.551974952220917,4263.161009646331,9.551974952220917,4263.161009646331,1.632269253302701,Medium,37.25,118.55,37.25_118.55,1.3455760908171772,0.6101011374489335,9.758430424450886,1.1073883328309757,8.358000725368788,True,True,I: high CO2 / high CH4
37.25,118.65,1.262111313641071,8767.094015433997,1.262111313641071,8767.094015433997,0.6358275421710677,Medium,37.25,118.65,37.25_118.65,0.6464843110997305,-0.2465623468430011,11.777963938546652,3.4522335126815777,9.078874731693494,True,True,I: high CO2 / high CH4
37.25,118.75,20.01448810100556,11632.05532537649,20.01448810100556,11632.05532537649,2.38590391766034,High,37.25,118.75,37.25_118.75,1.948162105657031,0.9933148623754238,14.879397702413542,3.4930900366392543,9.36160592170475,True,True,I: high CO2 / high CH4
37.25,118.85,47.99301671981812,41453.19124087194,47.99301671981812,41453.19124087194,3.3206385755358747,High,37.25,118.85,37.25_118.85,2.6967887538459365,1.4641781205472952,11.330536265025648,2.4776327356578087,10.632344271033558,True,True,I: high CO2 / high CH4
37.25,118.95,40.7425289551417,17172.766927083332,40.7425289551417,17172.766927083332,2.995002892640043,High,37.25,118.95,37.25_118.95,2.4150803559819245,1.3750874652943896,5.207094348911078,-2.7699835415332386,9.751138319874666,True,False,II: high CO2 / low CH4
37.25,119.05,0.2754428386688232,333.97166951497394,0.2754428386688232,333.97166951497394,-0.5552438236722763,Low,37.25,119.05,37.25_119.05,-0.385901278738531,-0.5653077856379152,-12.679419501651555,-19.66716537155761,5.814045959636922,False,False,IV: low CO2 / low CH4
37.25,119.15,0.5162545045216879,0.0,0.5162545045216879,0.0,-1.7744708190153204,Low,37.25,119.15,37.25_119.15,-1.56055346400906,-0.4691010908592326,-1.8902413722153903,-16.213520116448382,0.0,False,False,IV: low CO2 / low CH4
37.25,119.25,7.627013365427653,0.0,7.627013365427653,0.0,-0.4605372632886099,Low,37.25,119.25,37.25_119.25,-0.5933921288393937,0.4980602443104335,-16.19994354248047,-9.908430244701094,0.0,False,False,IV: low CO2 / low CH4
37.25,119.35,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.25,119.35,37.25_119.35,-1.7920969458615996,-0.7006445727117724,0.5142502814114623,0.7519056398003353,0.0,False,True,III: low CO2 / high CH4
37.25,119.45,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.25,119.45,37.25_119.45,-1.7920969458615996,-0.7006445727117724,-0.7264907521618196,-0.2346868816870971,0.0,False,False,IV: low CO2 / low CH4
37.25,119.55,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.25,119.55,37.25_119.55,-1.7920969458615996,-0.7006445727117724,0.7981379545662866,-0.9551907717107916,0.0,False,False,IV: low CO2 / low CH4
37.25,119.65,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.25,119.65,37.25_119.65,-1.7920969458615996,-0.7006445727117724,0.6243190213265791,0.515191157766175,0.0,False,True,III: low CO2 / high CH4
37.25,119.75,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.25,119.75,37.25_119.75,-1.7920969458615996,-0.7006445727117724,-15.342096351496982,-27.70454792288314,0.0,False,False,IV: low CO2 / low CH4
37.25,119.85,0.0,1068.4530131022136,0.0,1068.4530131022136,-0.4695728309265084,Low,37.25,119.85,37.25_119.85,-0.2674930881262877,-0.7006445727117724,-1.2453053285506466,-5.778909960549208,6.974902594039088,True,False,II: high CO2 / low CH4
37.25,119.95,2.5659736494223275,12986.881302368673,2.5659736494223275,12986.881302368673,1.0710085108955203,Medium,37.25,119.95,37.25_119.95,0.9855452769346784,0.0066174652452474,10.684500120108693,6.140518431657663,9.47177199415793,True,True,I: high CO2 / high CH4
